CE30_Copyright	Copyright
_wcesdk_IReplStore_FindNextItem	IReplStore::FindNextItem
_wcesdk_IReplStore_FreeObject	IReplStore::FreeObject
_wcesdk_IReplStore_GetConflictInfo	IReplStore::GetConflictInfo
_wcesdk_IReplStore_GetFolderInfo	IReplStore::GetFolderInfo
_wcesdk_IReplStore_GetObjTypeUIData	IReplStore::GetObjTypeUIData
_wcesdk_IReplStore_GetStoreInfo	IReplStore::GetStoreInfo
_wcesdk_IReplStore_IUnknown	IReplStore
_wcesdk_IReplStore_Initialize	IReplStore::Initialize
_wcesdk_IReplStore_IsFolderChanged	IReplStore::IsFolderChanged
_wcesdk_IReplStore_IsItemChanged	IReplStore::IsItemChanged
_wcesdk_IReplStore_IsItemReplicated	IReplStore::IsItemReplicated
_wcesdk_IReplStore_IsValidObject	IReplStore::IsValidObject
_wcesdk_IReplStore_ObjectToBytes	IReplStore::ObjectToBytes
_wcesdk_IReplStore_RemoveDuplicates	IReplStore::RemoveDuplicates
_wcesdk_IReplStore_ReportStatus	IReplStore::ReportStatus
_wcesdk_IReplStore_UpdateItem	IReplStore::UpdateItem
_wcesdk_ITask_ClearRecurrencePattern	ITask::ClearRecurrencePattern
_wcesdk_ITask_Copy	ITask::Copy
_wcesdk_ITask_Delete	ITask::Delete
_wcesdk_ITask_Display	ITask::Display
_wcesdk_ITask_GetRecurrencePattern	ITask::GetRecurrencePattern
_wcesdk_ITask_PropertyList	ITask Property Methods
_wcesdk_ITask_Save	ITask::Save
_wcesdk_ITask_SkipRecurrence	ITask::SkipRecurrence
_wcesdk_ITask_Unknown	ITask::Unknown
_wcesdk_ITimeZone_PropertyList	ITimeZone Property Methods
_wcesdk_ITimeZone_Unknown	ITimeZone::Unknown
_wcesdk_Identifying_Incoming_Calls	Identifying Incoming Calls
_wcesdk_IdleTimeoutMS	IdleTimeoutMS
_wcesdk_Ignoring_a_Spelling_Error_or_Moving_to_the_Next_Word	Ignoring a Spelling Error or Moving to the Next Word
_wcesdk_ImageList_Copy	ImageList_Copy
_wcesdk_ImageList_Duplicate	ImageList_Duplicate
_wcesdk_ImageList_SetImageCount	ImageList_SetImageCount
_wcesdk_ImmCreateIMCC	ImmCreateIMCC
_wcesdk_ImmDestroyIMCC	ImmDestroyIMCC
_wcesdk_ImmGenerateMessage	ImmGenerateMessage
_wcesdk_ImmGetHotKey	ImmGetHotKey
_wcesdk_ImmGetIMCCLockCount	ImmGetIMCCLockCount
_wcesdk_ImmGetIMCCSize	ImmGetIMCCSize
_wcesdk_ImmGetIMCLockCount	ImmGetIMCLockCount
_wcesdk_ImmLockIMC	ImmLockIMC
_wcesdk_ImmLockIMCC	ImmLockIMCC
_wcesdk_ImmReSizeIMCC	ImmReSizeIMCC
_wcesdk_ImmSetHotKey	ImmSetHotKey
_wcesdk_ImmUnlockIMC	ImmUnlockIMC
_wcesdk_ImmUnlockIMCC	ImmUnlockIMCC
_wcesdk_Implementing_a_Dummy_File_Filter	Implementing a Dummy File Filter
_wcesdk_Implementing_a_Secure_Socket	Implementing a Secure Socket
_wcesdk_Implementing_and_Using_a_File_Filter	Implementing and Using a File Filter
_wcesdk_Importing_and_Exporting_Database_Tables	Importing and Exporting Database Tables
_wcesdk_Incoming_Calls	Incoming Calls
_wcesdk_Incoming_Calls_and_Line_Privileges	Incoming Calls and Line Privileges
_wcesdk_Informational_Notifications	Informational Notifications
_wcesdk_Infrared_Sockets_Client	Infrared Sockets Client
_wcesdk_Infrared_Sockets_Server	Infrared Sockets Server
_wcesdk_InitCommonControlsEx	InitCommonControlsEx
_wcesdk_InitHTMLControl	InitHTMLControl
_wcesdk_InitObjType	InitObjType
_wcesdk_Init_Key	Init Key
_wcesdk_Initializing_TAPI	Initializing TAPI
_wcesdk_Initializing_and_Registering_the_NAT_Editor	Initializing and Registering the NAT Editor
_wcesdk_Initializing_and_Terminating_Remote_Applications	Initializing and Terminating Remote Applications
_wcesdk_Initializing_the_SSPI	Initializing the SSPI
_wcesdk_Initializing_the_Spelling_Checker	Initializing the Spelling Checker
_wcesdk_Initializing_the_Spelling_Session_with_Single_and_Multiple_Applications	Initializing the Spelling Session with Single and Multiple Applications
_wcesdk_Input_Method_Editor_Constants	Input Method Editor Constants
_wcesdk_Input_Method_Registry_Values	Input Method Registry Values (Windows CE 3.0 User Interface Services)
_wcesdk_InsetRect	InsetRect
_wcesdk_Install_Exit	Install_Exit
_wcesdk_Install_Init	Install_Init
_wcesdk_Installation_and_Configuration_Guide	Installation and Configuration Guide
_wcesdk_Installing_Applications	Installing Applications
_wcesdk_Integrating_Engines_into_an_Application	Integrating Engines into an Application
_wcesdk_Integration_Techniques	Integration Techniques
_wcesdk_Interfaces_Group	Interfaces Group
_wcesdk_InterlockedTestExchange	InterlockedTestExchange
_wcesdk_InternalExposedHost	InternalExposedHost
_wcesdk_InternalName	InternalName
_wcesdk_InternalPort	InternalPort
_wcesdk_Internationalized_Sample_Application	Internationalized Sample Application
_wcesdk_Internationalizing_Software	Internationalizing Software
_wcesdk_InternetErrorDlg	InternetErrorDlg
_wcesdk_InternetGetCookie	InternetGetCookie
_wcesdk_InternetGoOnline	InternetGoOnline
_wcesdk_InternetLockRequestFile	InternetLockRequestFile
_wcesdk_InternetReadFileEx	InternetReadFileEx
_wcesdk_InternetSetCookie	InternetSetCookie
_wcesdk_InternetSetFilePointer	InternetSetFilePointer
_wcesdk_InternetUnlockRequestFile	InternetUnlockRequestFile
_wcesdk_InternetWriteFile	InternetWriteFile
_wcesdk_Internet_Connection_Sharing	Internet Connection Sharing
_wcesdk_Internet_Control_Message_Protocol__ICMP_	Internet Control Message Protocol (ICMP)
_wcesdk_Internet_Group_Management_Protocol_IGMP	Internet Group Management Protocol (IGMP)
_wcesdk_Internet_Protocol_Address_Classes	Internet Protocol Address Classes
_wcesdk_Internet_Protocol_Helper_APIs	Internet Protocol Helper APIs
_wcesdk_Internet_Protocol_IP	Internet Protocol (IP)
_wcesdk_Internet_Router_Discovery_Protocol_IRDP	Internet Router Discovery Protocol (IRDP)
_wcesdk_Introducing_Smart_Cards_to_the_System	Introducing Smart Cards to the System
_wcesdk_Introduction_to_User_Interface_Services_on_Windows_CE	Introduction to User Interface Services on Windows CE (Windows CE 3.0 User Interface Services)
_wcesdk_Invoking_Functions_and_Applications	Invoking Functions and Applications
_wcesdk_Invoking_Functions_from_a_Desktop_Computer	Invoking Functions from a Desktop Computer
_wcesdk_IrCOMM	IrCOMM
_wcesdk_IrDA_network_adapters	IrDA network adapters
_wcesdk_IrSIR	IrSIR
_wcesdk_IrSock_Addressing	IrSock Addressing
_wcesdk_IrSock_Enhanced_Socket_Options	IrSock Enhanced Socket Options
_wcesdk_IrSock_Name_Service	IrSock Name Service
_wcesdk_IsCharAlpha	IsCharAlpha
_wcesdk_IsCharAlphaNumeric	IsCharAlphaNumeric
_wcesdk_IsEnabled	IsEnabled
_wcesdk_Joining_and_Leaving_a_Multicast_Group	Joining and Leaving a Multicast Group
_wcesdk_KernelIoControl	KernelIoControl
_wcesdk_Key_BLOBs	Key BLOBs
_wcesdk_Key_Databases	Key Databases
_wcesdk_Key_Length_Comparison	Key Length Comparison
_wcesdk_LCTYPE_Constants	LCTYPE Constants
_wcesdk_LMDATA	LMDATA
_wcesdk_LVCOLUMN	LVCOLUMN
_wcesdk_LVFINDINFO	LVFINDINFO
_wcesdk_LVHITTESTINFO	LVHITTESTINFO
_wcesdk_LVITEM	LVITEM
_wcesdk_LVM_APPROXIMATEVIEWRECT	LVM_APPROXIMATEVIEWRECT
_wcesdk_LVM_ARRANGE	LVM_ARRANGE
_wcesdk_LVM_CREATEDRAGIMAGE	LVM_CREATEDRAGIMAGE
_wcesdk_LVM_DELETEALLITEMS	LVM_DELETEALLITEMS
_wcesdk_LVM_DELETECOLUMN	LVM_DELETECOLUMN
_wcesdk_LVM_DELETEITEM	LVM_DELETEITEM
_wcesdk_LVM_EDITLABEL	LVM_EDITLABEL
_wcesdk_LVM_ENSUREVISIBLE	LVM_ENSUREVISIBLE
_wcesdk_LVM_FINDITEM	LVM_FINDITEM
_wcesdk_LVM_GETBKCOLOR	LVM_GETBKCOLOR
_wcesdk_LVM_GETCALLBACKMASK	LVM_GETCALLBACKMASK
_wcesdk_LVM_GETCOLUMN	LVM_GETCOLUMN
_wcesdk_LVM_GETCOLUMNORDERARRAY	LVM_GETCOLUMNORDERARRAY
_wcesdk_LVM_GETCOLUMNWIDTH	LVM_GETCOLUMNWIDTH
_wcesdk_LVM_GETCOUNTPERPAGE	LVM_GETCOUNTPERPAGE
_wcesdk_LVM_GETEDITCONTROL	LVM_GETEDITCONTROL
_wcesdk_LVM_GETEXTENDEDLISTVIEWSTYLE	LVM_GETEXTENDEDLISTVIEWSTYLE
_wcesdk_LVM_GETHEADER	LVM_GETHEADER
_wcesdk_LVM_GETIMAGELIST	LVM_GETIMAGELIST
_wcesdk_LVM_GETISEARCHSTRING	LVM_GETISEARCHSTRING
_wcesdk_LVM_GETITEM	LVM_GETITEM
_wcesdk_LVM_GETITEMCOUNT	LVM_GETITEMCOUNT
_wcesdk_LVM_GETITEMPOSITION	LVM_GETITEMPOSITION
_wcesdk_LVM_GETITEMRECT	LVM_GETITEMRECT
_wcesdk_LVM_GETITEMSPACING	LVM_GETITEMSPACING
_wcesdk_LVM_GETITEMSTATE	LVM_GETITEMSTATE
_wcesdk_LVM_GETITEMTEXT	LVM_GETITEMTEXT
_wcesdk_LVM_GETNEXTITEM	LVM_GETNEXTITEM
_wcesdk_LVM_GETORIGIN	LVM_GETORIGIN
_wcesdk_LVM_GETSELECTEDCOUNT	LVM_GETSELECTEDCOUNT
_wcesdk_LVM_GETSELECTIONMARK	LVM_GETSELECTIONMARK
_wcesdk_LVM_GETSTRINGWIDTH	LVM_GETSTRINGWIDTH
_wcesdk_LVM_GETSUBITEMRECT	LVM_GETSUBITEMRECT
_wcesdk_LVM_GETTEXTBKCOLOR	LVM_GETTEXTBKCOLOR
_wcesdk_LVM_GETTEXTCOLOR	LVM_GETTEXTCOLOR
_wcesdk_LVM_GETTOPINDEX	LVM_GETTOPINDEX
_wcesdk_LVM_GETVIEWRECT	LVM_GETVIEWRECT
_wcesdk_LVM_HITTEST	LVM_HITTEST
_wcesdk_LVM_INSERTCOLUMN	LVM_INSERTCOLUMN
_wcesdk_LVM_INSERTITEM	LVM_INSERTITEM
_wcesdk_LVM_REDRAWITEMS	LVM_REDRAWITEMS
_wcesdk_LVM_SCROLL	LVM_SCROLL
_wcesdk_LVM_SETBKCOLOR	LVM_SETBKCOLOR
_wcesdk_LVM_SETCALLBACKMASK	LVM_SETCALLBACKMASK
_wcesdk_LVM_SETCOLUMN	LVM_SETCOLUMN
_wcesdk_LVM_SETCOLUMNORDERARRAY	LVM_SETCOLUMNORDERARRAY
_wcesdk_LVM_SETCOLUMNWIDTH	LVM_SETCOLUMNWIDTH
_wcesdk_LVM_SETEXTENDEDLISTVIEWSTYLE	LVM_SETEXTENDEDLISTVIEWSTYLE
_wcesdk_LVM_SETICONSPACING	LVM_SETICONSPACING
_wcesdk_LVM_SETIMAGELIST	LVM_SETIMAGELIST
_wcesdk_LVM_SETITEM	LVM_SETITEM
_wcesdk_LVM_SETITEMCOUNT	LVM_SETITEMCOUNT
_wcesdk_LVM_SETITEMPOSITION	LVM_SETITEMPOSITION
_wcesdk_LVM_SETITEMPOSITION32	LVM_SETITEMPOSITION32
_wcesdk_LVM_SETITEMSTATE	LVM_SETITEMSTATE
_wcesdk_LVM_SETITEMTEXT	LVM_SETITEMTEXT
_wcesdk_LVM_SETSELECTIONMARK	LVM_SETSELECTIONMARK
_wcesdk_LVM_SETTEXTBKCOLOR	LVM_SETTEXTBKCOLOR
_wcesdk_LVM_SETTEXTCOLOR	LVM_SETTEXTCOLOR
_wcesdk_LVM_SORTITEMS	LVM_SORTITEMS
_wcesdk_LVM_SUBITEMHITTEST	LVM_SUBITEMHITTEST
_wcesdk_LVM_UPDATE	LVM_UPDATE
_wcesdk_LVN_ENDDRAG	LVN_ENDDRAG
_wcesdk_LVN_ITEMACTIVATE	LVN_ITEMACTIVATE
_wcesdk_LVN_MARQUEEBEGIN	LVN_MARQUEEBEGIN
_wcesdk_LVN_ODCACHEHINT	LVN_ODCACHEHINT
_wcesdk_LVN_ODFINDITEM	LVN_ODFINDITEM
_wcesdk_LVN_ODSTATECHANGED	LVN_ODSTATECHANGED
_wcesdk_Language_Identifiers_and_Locales	Language Identifiers and Locales
_wcesdk_Line_Device	Line Device
_wcesdk_Line_Device_Functions	Line Device Functions
_wcesdk_ListView_ApproximateViewRect	ListView_ApproximateViewRect
_wcesdk_ListView_Arrange	ListView_Arrange
_wcesdk_ListView_CreateDragImage	ListView_CreateDragImage
_wcesdk_ListView_DeleteAllItems	ListView_DeleteAllItems
_wcesdk_ListView_DeleteColumn	ListView_DeleteColumn
_wcesdk_ListView_DeleteItem	ListView_DeleteItem
_wcesdk_ListView_EditLabel	ListView_EditLabel
_wcesdk_ListView_EnsureVisible	ListView_EnsureVisible
_wcesdk_ListView_FindItem	ListView_FindItem
_wcesdk_ListView_GetBkColor	ListView_GetBkColor
_wcesdk_ListView_GetCallbackMask	ListView_GetCallbackMask
_wcesdk_ListView_GetCheckState	ListView_GetCheckState
_wcesdk_ListView_GetColumn	ListView_GetColumn
_wcesdk_ListView_GetColumnOrderArray	ListView_GetColumnOrderArray
_wcesdk_ListView_GetColumnWidth	ListView_GetColumnWidth
_wcesdk_ListView_GetCountPerPage	ListView_GetCountPerPage
_wcesdk_ListView_GetEditControl	ListView_GetEditControl
_wcesdk_ListView_GetExtendedListViewStyle	ListView_GetExtendedListViewStyle
_wcesdk_ListView_GetHeader	ListView_GetHeader
_wcesdk_ListView_GetISearchString	ListView_GetISearchString
_wcesdk_ListView_GetImageList	ListView_GetImageList
_wcesdk_ListView_GetItem	ListView_GetItem
_wcesdk_ListView_GetItemCount	ListView_GetItemCount
_wcesdk_ListView_GetItemPosition	ListView_GetItemPosition
_wcesdk_ListView_GetItemRect	ListView_GetItemRect
_wcesdk_ListView_GetItemSpacing	ListView_GetItemSpacing
_wcesdk_ListView_GetItemState	ListView_GetItemState
_wcesdk_ListView_GetItemText	ListView_GetItemText
_wcesdk_ListView_GetNextItem	ListView_GetNextItem
_wcesdk_ListView_GetOrigin	ListView_GetOrigin
_wcesdk_ListView_GetSelectedCount	ListView_GetSelectedCount
_wcesdk_ListView_GetSelectionMark	ListView_GetSelectionMark
_wcesdk_ListView_GetStringWidth	ListView_GetStringWidth
_wcesdk_ListView_GetSubItemRect	ListView_GetSubItemRect
_wcesdk_ListView_GetTextBkColor	ListView_GetTextBkColor
_wcesdk_ListView_GetTextColor	ListView_GetTextColor
_wcesdk_ListView_GetTopIndex	ListView_GetTopIndex
_wcesdk_ListView_GetViewRect	ListView_GetViewRect
_wcesdk_ListView_HitTest	ListView_HitTest
_wcesdk_ListView_InsertColumn	ListView_InsertColumn
_wcesdk_ListView_InsertItem	ListView_InsertItem
_wcesdk_ListView_RedrawItems	ListView_RedrawItems
_wcesdk_ListView_Scroll	ListView_Scroll
_wcesdk_ListView_SetBkColor	ListView_SetBkColor
_wcesdk_ListView_SetCallbackMask	ListView_SetCallbackMask
_wcesdk_ListView_SetColumn	ListView_SetColumn
_wcesdk_ListView_SetColumnOrderArray	ListView_SetColumnOrderArray
_wcesdk_ListView_SetColumnWidth	ListView_SetColumnWidth
_wcesdk_ListView_SetExtendedListViewStyle	ListView_SetExtendedListViewStyle
_wcesdk_ListView_SetIconSpacing	ListView_SetIconSpacing
_wcesdk_ListView_SetImageList	ListView_SetImageList
_wcesdk_ListView_SetItem	ListView_SetItem
_wcesdk_ListView_SetItemCount	ListView_SetItemCount
_wcesdk_ListView_SetItemCountEx	ListView_SetItemCountEx
_wcesdk_ListView_SetItemPosition	ListView_SetItemPosition
_wcesdk_ListView_SetItemPosition32	ListView_SetItemPosition32
_wcesdk_ListView_SetItemState	ListView_SetItemState
_wcesdk_ListView_SetItemText	ListView_SetItemText
_wcesdk_ListView_SetSelectionMark	ListView_SetSelectionMark
_wcesdk_ListView_SetTextBkColor	ListView_SetTextBkColor
_wcesdk_ListView_SetTextColor	ListView_SetTextColor
_wcesdk_ListView_SortItems	ListView_SortItems
_wcesdk_ListView_SubItemHitTest	ListView_SubItemHitTest
_wcesdk_ListView_Update	ListView_Update
_wcesdk_Listing_Addresses	Listing Addresses
_wcesdk_LoadFSD	LoadFSD
_wcesdk_LoadFSDEx	LoadFSDEx
_wcesdk_Loading_an_Administrative_Web_Page_on_a_Gateway	Loading an Administrative Web Page on a Gateway
_wcesdk_Loading_and_Activating_an_Accelerator_Table	Loading and Activating an Accelerator Table (Windows CE 3.0 User Interface Services)
_wcesdk_Loading_the_Dictionaries	Loading the Dictionaries
_wcesdk_Locale_Identifiers	Locale Identifiers
_wcesdk_Locating_a_Printer_on_a_Network	Locating a Printer on a Network
_wcesdk_Logical_and_Physical_Stores	Logical and Physical Stores
_wcesdk_MCHITTESTINFO	MCHITTESTINFO
_wcesdk_MCM_GETCOLOR	MCM_GETCOLOR
_wcesdk_MCM_GETCURSEL	MCM_GETCURSEL
_wcesdk_MCM_GETFIRSTDAYOFWEEK	MCM_GETFIRSTDAYOFWEEK
_wcesdk_MCM_GETMAXSELCOUNT	MCM_GETMAXSELCOUNT
_wcesdk_MCM_GETMAXTODAYWIDTH	MCM_GETMAXTODAYWIDTH
_wcesdk_MCM_GETMINREQRECT	MCM_GETMINREQRECT
_wcesdk_MCM_GETMONTHDELTA	MCM_GETMONTHDELTA
_wcesdk_MCM_GETMONTHRANGE	MCM_GETMONTHRANGE
_wcesdk_MCM_GETRANGE	MCM_GETRANGE
_wcesdk_MCM_GETSELRANGE	MCM_GETSELRANGE
_wcesdk_MCM_GETTODAY	MCM_GETTODAY
_wcesdk_MCM_HITTEST	MCM_HITTEST
_wcesdk_MCM_SETCOLOR	MCM_SETCOLOR
_wcesdk_MCM_SETCURSEL	MCM_SETCURSEL
_wcesdk_MCM_SETDAYSTATE	MCM_SETDAYSTATE
_wcesdk_MCM_SETFIRSTDAYOFWEEK	MCM_SETFIRSTDAYOFWEEK
_wcesdk_MCM_SETMAXSELCOUNT	MCM_SETMAXSELCOUNT
_wcesdk_MCM_SETMONTHDELTA	MCM_SETMONTHDELTA
_wcesdk_MCM_SETRANGE	MCM_SETRANGE
_wcesdk_MCM_SETSELRANGE	MCM_SETSELRANGE
_wcesdk_MCM_SETTODAY	MCM_SETTODAY
_wcesdk_MCN_GETDAYSTATE	MCN_GETDAYSTATE
_wcesdk_MCN_SELCHANGE	MCN_SELCHANGE
_wcesdk_MCN_SELECT	MCN_SELECT
_wcesdk_MIB-II	MIB-II
_wcesdk_MKDIR	MKDIR
_wcesdk_Maintaining_Route_Tables	Maintaining Route Tables
_wcesdk_Making_a_Phone_Call	Making a Phone Call
_wcesdk_Management_Information_Base	Management Information Base
_wcesdk_Managing_Certificates_with_Certificate_Stores	Managing Certificates with Certificate Stores
_wcesdk_Managing_Connection_Notifications_File_Conversions_and_Partnerships	Managing Connection Notifications, File Converters, and Partnerships
_wcesdk_Managing_IP_Addresses	Managing IP Addresses
_wcesdk_Managing_Interfaces	Managing Interfaces
_wcesdk_Managing_Network_Adapters	Managing Network Adapters
_wcesdk_Managing_Network_Connections_with_WNet	Managing Network Connections with WNet
_wcesdk_Managing_Program_Memory	Managing Program Memory
_wcesdk_Managing_Routing	Managing Routing
_wcesdk_Managing_a_Certificate_Stores_State	Managing a Certificate Store's State
_wcesdk_Manipulating_File_Times	Manipulating File Times
_wcesdk_Manually_Configuring_an_IP_Address	Manually Configuring an IP Address
_wcesdk_MapWindowRect	MapWindowRect
_wcesdk_Mapping_Machine_Names_to_IP_Addresses_on_the_Local_Network	Mapping Machine Names to IP Addresses on the Local Network
_wcesdk_Mapping_an_IP_Multicast_Address	Mapping an IP Multicast Address
_wcesdk_Maximum_Transmission_Unit_MTU	Maximum Transmission Unit (MTU)
_wcesdk_Memory_Mapping_a_File	Memory Mapping a File
_wcesdk_Memory_Use_and_Buffers	Memory Use and Buffers
_wcesdk_Message_Boxes	Message Boxes (Windows CE 3.0 User Interface Services)
_wcesdk_Microsoft_Cryptographic_System	Microsoft Cryptographic System
_wcesdk_Microsoft_RSA_Base_Provider	Microsoft RSA Base Provider
_wcesdk_Mini_Connectors	Mini-Connectors
_wcesdk_MiniportCheckForHang	MiniportCheckForHang
_wcesdk_MiniportDisableInterrupt	MiniportDisableInterrupt
_wcesdk_MiniportEnableInterrupt	MiniportEnableInterrupt
_wcesdk_MiniportHalt	MiniportHalt
_wcesdk_MiniportHandleInterrupt	MiniportHandleInterrupt
_wcesdk_MiniportISR	MiniportISR
_wcesdk_MiniportInitialize	MiniportInitialize
_wcesdk_MiniportQueryInformation	MiniportQueryInformation
_wcesdk_MiniportReconfigure	MiniportReconfigure
_wcesdk_MiniportReset	MiniportReset
_wcesdk_MiniportReturnPacket	MiniportReturnPacket
_wcesdk_MiniportSend	MiniportSend
_wcesdk_MiniportSetInformation	MiniportSetInformation
_wcesdk_MiniportTransferData	MiniportTransferData
_wcesdk_MiniportWanSend	MiniportWanSend
_wcesdk_Modifying_Control_Position_and_Acceleration	Modifying Control Position and Acceleration (Windows CE 3.0 User Interface Services)
_wcesdk_Modifying_External_and_Internal_Dictionary_Lists	Modifying External and Internal Dictionary Lists
_wcesdk_Modifying_Registry_Keys_Used_by_the_Redirector	Modifying Registry Keys Used by the Redirector
_wcesdk_Modifying_Tree_View_Item_Appearance	Modifying Tree-View Item Appearance (Windows CE 3.0 User Interface Services)
_wcesdk_Modifying_the_Sort_Order	Modifying the Sort Order
_wcesdk_Modifying_the_Text_Buffer	Modifying the Text Buffer (Windows CE 3.0 User Interface Services)
_wcesdk_MonthCal_GetColor	MonthCal_GetColor
_wcesdk_MonthCal_GetCurSel	MonthCal_GetCurSel
_wcesdk_MonthCal_GetFirstDayOfWeek	MonthCal_GetFirstDayOfWeek
_wcesdk_MonthCal_GetMaxSelCount	MonthCal_GetMaxSelCount
_wcesdk_MonthCal_GetMaxTodayWidth	MonthCal_GetMaxTodayWidth
_wcesdk_MonthCal_GetMinReqRect	MonthCal_GetMinReqRect
_wcesdk_MonthCal_GetMonthDelta	MonthCal_GetMonthDelta
_wcesdk_MonthCal_GetMonthRange	MonthCal_GetMonthRange
_wcesdk_MonthCal_GetRange	MonthCal_GetRange
_wcesdk_MonthCal_GetSelRange	MonthCal_GetSelRange
_wcesdk_MonthCal_GetToday	MonthCal_GetToday
_wcesdk_MonthCal_HitTest	MonthCal_HitTest
_wcesdk_MonthCal_SetColor	MonthCal_SetColor
_wcesdk_MonthCal_SetCurSel	MonthCal_SetCurSel
_wcesdk_MonthCal_SetDayState	MonthCal_SetDayState
_wcesdk_MonthCal_SetFirstDayOfWeek	MonthCal_SetFirstDayOfWeek
_wcesdk_MonthCal_SetMaxSelCount	MonthCal_SetMaxSelCount
_wcesdk_MonthCal_SetMonthDelta	MonthCal_SetMonthDelta
_wcesdk_MonthCal_SetRange	MonthCal_SetRange
_wcesdk_MonthCal_SetSelRange	MonthCal_SetSelRange
_wcesdk_MonthCal_SetToday	MonthCal_SetToday
_wcesdk_Mounted_Database_Example	Mounted Database Example
_wcesdk_Mounting_and_Unmounting_a_Database_Volume	Mounting and Unmounting a Database Volume
_wcesdk_Moving_and_Copying_Files_and_Directories	Moving and Copying Files and Directories
_wcesdk_Multicast_Extensions_to_Windows_Sockets	Multicast Extensions to Windows Sockets
_wcesdk_Multihoming	Multihoming
_wcesdk_MyFSD_CloseFile	MyFSD_CloseFile
_wcesdk_MyFSD_CloseVolume	MyFSD_CloseVolume
_wcesdk_MyFSD_CreateDirectoryW	MyFSD_CreateDirectoryW
_wcesdk_MyFSD_CreateFileW	MyFSD_CreateFileW
_wcesdk_MyFSD_DeleteAndRenameFileW	MyFSD_DeleteAndRenameFileW
_wcesdk_MyFSD_DeleteFileW	MyFSD_DeleteFileW
_wcesdk_MyFSD_DeviceIoControl	MyFSD_DeviceIoControl
_wcesdk_MyFSD_FindClose	MyFSD_FindClose
_wcesdk_MyFSD_FindFirstFileW	MyFSD_FindFirstFileW
_wcesdk_MyFSD_FindNextFileW	MyFSD_FindNextFileW
_wcesdk_MyFSD_FlushFileBuffers	MyFSD_FlushFileBuffers
_wcesdk_MyFSD_GetDiskFreeSpaceW	MyFSD_GetDiskFreeSpaceW
_wcesdk_MyFSD_GetFileAttributesW	MyFSD_GetFileAttributesW
_wcesdk_MyFSD_GetFileInformationByHandle	MyFSD_GetFileInformationByHandle
_wcesdk_MyFSD_GetFileSize	MyFSD_GetFileSize
_wcesdk_MyFSD_GetFileTime	MyFSD_GetFileTime
_wcesdk_MyFSD_MountDisk	MyFSD_MountDisk
_wcesdk_MyFSD_MoveFileW	MyFSD_MoveFileW
_wcesdk_MyFSD_Notify	MyFSD_Notify
_wcesdk_MyFSD_ReadFile	MyFSD_ReadFile
_wcesdk_MyFSD_ReadFileWithSeek	MyFSD_ReadFileWithSeek
_wcesdk_MyFSD_RegisterFileSystemFunction	MyFSD_RegisterFileSystemFunction
_wcesdk_MyFSD_RemoveDirectoryW	MyFSD_RemoveDirectoryW
_wcesdk_MyFSD_SetEndOfFile	MyFSD_SetEndOfFile
_wcesdk_MyFSD_SetFileAttributesW	MyFSD_SetFileAttributesW
_wcesdk_MyFSD_SetFilePointer	MyFSD_SetFilePointer
_wcesdk_MyFSD_SetFileTime	MyFSD_SetFileTime
_wcesdk_MyFSD_UnmountDisk	MyFSD_UnmountDisk
_wcesdk_MyFSD_WriteFile	MyFSD_WriteFile
_wcesdk_MyFSD_WriteFileWithSeek	MyFSD_WriteFileWithSeek
_wcesdk_NAT_Editor_API	NAT Editor API
_wcesdk_NLSDemoexe_Code_Sample	NLSDemo.exe Code Sample
_wcesdk_NMCUSTOMDRAW	NMCUSTOMDRAW
_wcesdk_NMDATETIMECHANGE	NMDATETIMECHANGE
_wcesdk_NMDATETIMEFORMAT	NMDATETIMEFORMAT
_wcesdk_NMDATETIMEFORMATQUERY	NMDATETIMEFORMATQUERY
_wcesdk_NMDATETIMESTRING	NMDATETIMESTRING
_wcesdk_NMDATETIMEWMKEYDOWN	NMDATETIMEWMKEYDOWN
_wcesdk_NMDAYSTATE	NMDAYSTATE
_wcesdk_NMHDDISPINFO	NMHDDISPINFO
_wcesdk_NMHEADER	NMHEADER
_wcesdk_NMKEY	NMKEY
_wcesdk_NMLISTVIEW	NMLISTVIEW
_wcesdk_NMLVCACHEHINT	NMLVCACHEHINT
_wcesdk_NMLVCUSTOMDRAW	NMLVCUSTOMDRAW
_wcesdk_NMLVFINDITEM	NMLVFINDITEM
_wcesdk_NMLVKEYDOWN	NMLVKEYDOWN
_wcesdk_NMLVODSTATECHANGE	NMLVODSTATECHANGE
_wcesdk_NMMOUSE	NMMOUSE
_wcesdk_NMRBAUTOSIZE	NMRBAUTOSIZE
_wcesdk_NMREBAR	NMREBAR
_wcesdk_NMSELCHANGE	NMSELCHANGE
